aacode,dwell_weight,hhld_weight,GOR_EHS,rumorph,Tenure4x,dwtypenx,dwage9x,wallcavx,sap09,hhtype6,hhsizex,agehrpx,agepartx,ageoldx,Uglazing,Uroof,Uextwall,Ugndfloor,Permeability,floorx,efwalar,ebwalar,efwinar,ebwinar,finlivcl,,,,min,mean,max,sd
I0433102,1510,1510,8,1,2,8,5,2,62.02,4,3,20,0,20,2.758007117,2.3,2.1,0,15.7561,68.1,643.65,387.11,194.41,165.9,2.3,,,,,,,
I0433103,577,577,8,1,4,6,2,2,44.87,6,1,67,0,67,2.758007117,2.3,2.1,0,10.3694,32.66,121.26,175.4,30.31,43.85,2.1,,,,,,,
I0433106,1413,1413,8,1,2,7,5,2,65.82,5,1,26,0,26,2.758007117,2.3,2.1,0.399692193,13.999,84.3,83.46,83.46,35.77,35.77,3,,,,,,,
I0433109,1961,1981,8,1,1,7,3,2,43.89,1,2,78,70,78,2.758007117,2.3,2.1,0,13.3716,100.36,249.7,392.78,107.01,168.33,2.8,,,,,,,
I0433110,827,827,8,1,3,7,2,2,47.01,6,1,77,0,77,4.026845638,2.3,2.1,0,13.9466,38.96,435.98,372.61,109,159.69,2.5,,,,,,,
I0433204,1336,1336,8,1,2,7,4,2,53.72,6,1,67,0,67,4.026845638,2.3,2.1,0,12.0351,35.49,142.86,152.39,30.72,32.62,2.5,,,,,,,
I0433303,1365,,8,1,1,2,5,1,61.76,,,,,,,,,,,146.32,28.15,33.71,12.06,12.06,2.6,,,,,,,
I0433309,1413,1413,8,1,2,6,2,2,57.28,4,2,21,0,22,4.026845638,2.3,2.1,0,15.059,63.46,62.07,105.52,26.6,45.22,3,,,,,,,
I0433311,908,918,8,1,3,8,5,1,62.51,5,1,56,0,56,4.026845638,2.3,1.6,0,16.5689,42.47,1296.64,1296.64,497.4,497.4,2.4,,,,,,,
I0433404,695,702,8,1,3,7,5,2,65.19,6,1,63,0,63,2.758007117,0.148482892,2.1,0,8.1506,30.04,108.43,153.12,46.47,57.64,88.8,,,,,,,
I0433406,531,537,8,1,4,7,6,1,62.1,2,3,70,45,70,2.758007117,1.456064827,1.6,0,13.4439,48.45,447.32,430.36,167.48,184.44,2.4,,,,,,,
I0433408,716,716,8,1,2,6,2,2,58.01,2,3,32,27,32,2.758007117,2.3,2.1,0,14.6504,59.6,38.97,53.26,16.7,22.83,3,,,,,,,
I0433412,721,729,8,1,4,7,8,1,74.48,4,2,71,0,71,2.758007117,2.3,0.6,0,10.8634,46.54,91.58,142.86,45.79,15.87,2.4,,,,,,,
I0433413,1703,1703,8,1,1,7,7,1,70.95,1,2,33,33,33,2.758007117,0.673499268,1,0,10.973,26.53,196.19,178.78,34.82,52.23,2.7,,,,,,,
I0434109,816,816,8,1,2,6,2,2,57.21,5,1,34,0,34,4.026845638,2.3,2.1,0,7.6872,21.1,125.12,41.9,13.5,17.96,88.8,,,,,,,
I0434201,2084,2106,8,1,1,7,4,2,28.67,6,1,81,0,81,4.026845638,2.3,2.1,0,16.3364,56.12,286.4,286.4,58.86,58.86,2.6,,,,,,,
I0434208,1627,1644,8,1,1,6,2,2,48.86,5,1,40,0,40,2.758007117,2.3,2.1,0.590004006,10.958,60.82,36.63,81.9,15.7,23.03,2.6,,,,,,,
I0434211,625,651,8,1,4,2,8,1,73,6,1,69,0,69,4.026845638,0.350903959,0.6,0.542894816,15.6023,67.26,11.2,10.41,4.8,4.46,88.8,,,,,,,
I0434212,725,725,8,1,3,7,5,2,50.09,6,1,84,0,84,2.758007117,2.3,2.1,0,8.8385,36.1,234.92,175.3,75.13,75.13,2.4,,,,,,,
I0434301,1632,1650,8,1,1,7,6,1,28.87,1,2,48,56,56,2.758007117,1.456064827,1.6,0,22.5729,67.48,320.92,353.01,153.98,127.3,2.3,,,,,,,
I0434309,1228,1241,8,1,1,7,4,2,44.38,6,1,67,0,67,4.026845638,2.3,2.1,0,15.3025,120.93,234.62,364.64,43.74,76.24,2.6,,,,,,,
I0434310,1299,1313,8,1,1,6,3,2,63.59,6,1,78,0,78,4.026845638,2.3,2.1,0,14.4761,117.63,126.88,82.42,39.04,35.32,2.8,,,,,,,
I0434312,1353,1364,8,1,1,2,2,2,46.75,1,2,71,71,71,4.026845638,0.394511149,2.1,0.650614808,25.1326,126.78,22.68,71.89,9.72,17.97,2.9,,,,,,,
I0434404,1134,1144,8,1,1,4,2,2,44.52,6,1,67,0,67,4.026845638,2.3,2.1,0.849039728,27.3942,175.27,54.73,94.45,10.88,19.12,2.3,,,,,,,
I0434407,1453,1466,8,1,1,2,8,1,75.2,2,3,35,39,39,4.026845638,0.497566252,0.6,0.440629879,16.2092,77.02,18.92,18.92,8.11,8.11,2.4,,,,,,,
I0434408,758,936,8,1,2,2,2,2,43.4,2,4,36,38,38,2.758007117,2.3,2.1,0.653454249,16.1815,74.81,27.18,33.53,6.79,14.37,2.8,,,,,,,
I0434415,724,763,8,1,3,1,7,1,53.9,2,5,56,50,56,4.026845638,0.394511149,1,0.823261894,17.1473,107.11,133.22,24.17,18.92,6.04,2.4,,,,,,,
I0441103,1470,1485,8,1,1,7,4,2,64.33,5,1,56,0,56,4.026845638,2.3,2.1,0,13.1781,78.09,124.81,124.25,53.49,49.75,2.5,,,,,,,
I0441105,1477,1493,8,1,1,7,4,2,51.14,2,4,44,38,44,4.026845638,2.3,2.1,0.843354143,13.3913,165.27,202.37,256.88,86.73,103.51,2.4,,,,,,,
I0441109,1529,1542,8,1,1,3,4,2,53.08,2,9,42,44,44,2.758007117,0.394511149,2.1,0.754486666,30,204.81,55.68,106.96,13.92,30.78,2.7,,,,,,,
I0441110,2040,2040,8,1,2,7,8,1,74,6,1,60,0,60,2.758007117,2.3,0.6,0,10.1307,36.92,231.62,290.17,76.85,101.94,2.3,,,,,,,
I0441116,5816,5865,8,1,1,3,4,2,42.49,1,2,57,58,58,2.758007117,2.3,1.6,0.821320642,15.8921,72.27,23.18,72.34,5.8,12.1,2.5,,,,,,,
I0441208,1315,1625,8,1,2,3,4,2,56.67,5,1,29,0,29,2.758007117,0.326820604,2.1,0.868607807,26.1091,122.69,68.63,29.73,15.18,34.26,2.3,,,,,,,
I0441211,1803,1819,8,1,1,3,4,2,60.25,6,1,61,0,61,2.758007117,0.497566252,2.1,0.725477696,17.4614,113.15,14.24,65.82,21.37,40.17,2.6,,,,,,,
I0441212,1060,1060,8,1,2,7,8,1,68.27,4,3,19,0,20,2.758007117,2.3,0.6,1.155163917,9.8982,68.6,386.31,190.85,78.66,51.07,2.3,,,,,,,
I0441215,682,682,8,1,2,7,4,2,55.43,4,5,48,40,49,2.758007117,2.3,2.1,0,10.2138,45.92,87.78,100.32,37.62,25.08,2.5,,,,,,,
I0441216,611,611,8,1,3,7,6,2,69.74,1,2,63,60,63,2.758007117,0.329079151,1.7,0,25.49,73.05,412.74,412.74,137.55,137.55,2.3,,,,,,,
I0441219,2571,2593,8,1,1,3,4,2,58.57,4,5,65,59,65,2.758007117,0.497566252,2.1,0.87002019,21.0028,112.62,25.99,78.28,11.14,20.26,2.6,,,,,,,
I0441224,1033,1033,8,1,2,8,6,2,47.45,2,4,34,33,34,2.758007117,0.459182655,0.8,0,21.7313,62.36,114.71,393.47,458.86,168.63,2.3,,,,,,,
I0441225,947,1170,8,1,2,2,8,1,62.53,2,4,32,42,42,2.758007117,0.497566252,0.6,0.506639789,12.0733,49.94,7.61,7.61,3.26,3.26,2.4,,,,,,,
I0441304,1470,1483,8,1,1,1,9,1,58.91,1,2,50,43,50,4.026845638,0.394511149,0.6,0.749381149,16.7179,58.9,74.17,15.21,6.52,6.52,88.8,,,,,,,
I0441308,1528,1544,8,1,1,7,4,2,42.53,1,2,57,59,59,2.758007117,0.394511149,2.1,0,10.6423,47.98,267.59,177.05,52.18,44.26,2.5,,,,,,,
I0441318,536,536,8,1,4,7,4,2,49.51,2,7,41,36,41,4.026845638,2.3,2.1,1.062716427,14.7289,79.86,202.92,380.46,65.46,95.11,2.5,,,,,,,
I0441320,729,729,8,1,3,7,4,2,56.47,6,1,76,0,76,4.026845638,2.3,2.1,1.218873673,13.6828,41.15,111.59,111.59,23.71,23.71,2.5,,,,,,,
I0441407,643,643,8,1,3,7,8,1,78.56,1,3,53,52,53,2.758007117,2.3,0.6,0,10.7083,55.58,177.24,220.6,33.18,46.26,2.3,,,,,,,
I0441411,1627,1641,8,1,1,3,4,2,56.53,1,2,46,47,47,2.758007117,0.21575985,2.1,0.589815382,16.9133,85.97,64.96,6.58,15.5,2.82,2.5,,,,,,,
I0441413,1323,1335,8,1,1,2,4,2,57.44,1,2,35,38,38,4.026845638,0.497566252,2.1,0.506459306,20.6611,99.89,21.84,42.84,9.36,18.36,2.8,,,,,,,
I0441415,877,877,8,1,2,6,4,2,53.23,5,1,52,0,52,2.758007117,0.44212914,2.1,0,9.193,30.73,90.1,47.82,20.31,20.5,2.8,,,,,,,
I0442102,706,744,8,1,3,2,2,2,60.65,3,2,23,0,23,2.758007117,0.278956944,2.1,0.610714094,16.966,73.03,19.06,38.57,8.17,9.64,2.7,,,,,,,
I0442105,803,803,8,1,3,7,5,1,12.41,6,1,69,0,69,4.026845638,0.497566252,1.6,0,10.1668,34.05,90.65,66.46,27.3,11.77,2.3,,,,,,,
I0442106,700,700,8,1,4,6,2,2,54.5,1,2,69,60,69,2.758007117,0.673499268,2.1,0,9.5095,54.12,94.93,56.64,18.35,14.16,2.7,,,,,,,
I0442109,602,634,8,1,3,2,4,2,56.69,3,4,36,0,36,2.758007117,0.394511149,2.1,0.519159745,16.7577,100.06,19.91,53.42,8.53,13.36,2.7,,,,,,,
I0442112,685,685,8,1,3,7,7,1,71.7,5,1,51,0,51,2.758007117,0.394511149,1,0,8.7792,42.48,20.78,20.78,8.9,8.9,2.4,,,,,,,
I0442113,1941,1958,8,1,1,2,6,1,61.25,2,3,47,45,47,2.758007117,0.673499268,1.6,0.565352161,15.9891,78.96,29.24,29.24,8.23,8.23,2.5,,,,,,,
I0442114,2619,2647,8,1,3,7,5,1,60.21,3,3,35,0,35,4.026845638,2.3,1.6,1.287118224,13.7308,65.3,409.21,409.21,89.63,89.63,2.4,,,,,,,
I0442119,1578,1591,8,1,1,2,4,2,61.27,2,5,45,42,45,2.758007117,0.394511149,2.1,0.515715057,27.2363,110.11,23.87,27.28,10.23,6.82,2.8,,,,,,,
I0442120,742,,8,1,2,2,3,2,59.43,,,,,,,,,,,80.77,20.21,40.59,5.05,10.15,2.5,,,,,,,
I0442127,682,682,8,1,2,7,9,1,73.65,1,2,23,26,26,2.758007117,0.326820604,0.6,0,8.9017,27.22,134.87,60.51,34.2,25.93,2.3,,,,,,,
I0442213,1018,1018,8,1,2,6,4,2,50.21,2,4,54,42,54,4.026845638,2.3,2.1,0.692066989,12.9718,52.12,75.53,35.11,20.38,15.05,2.6,,,,,,,
I0442215,1423,1435,8,1,1,1,4,2,39.25,2,4,47,45,47,2.758007117,0.394511149,2.1,0.800706673,17.4779,95.79,73.27,28.75,9.94,12.32,2.4,,,,,,,
I0442217,989,989,8,1,2,7,9,1,72.89,1,2,86,86,86,2.758007117,2.3,0.6,0,12.4597,44.59,384.7,431.45,213.93,167.19,2.4,,,,,,,
I0442301,657,693,8,1,3,2,4,2,63.8,2,7,49,39,49,2.758007117,0.394511149,2.1,0.531002961,16.9949,65.67,24.2,24.2,6.05,6.05,2.5,,,,,,,
I0442302,768,768,8,1,2,7,4,2,61.55,2,5,45,43,45,2.758007117,0.44212914,2.1,0,7.1178,57.68,24.84,59.34,10.65,11.33,2.5,,,,,,,
I0442304,1008,1245,8,1,2,2,4,1,61.03,5,1,34,0,34,2.758007117,0.394511149,1.6,0.574870706,18.1837,77.96,29.28,29.28,8.54,8.54,88.8,,,,,,,
I0442305,2014,2032,8,1,1,3,5,1,55.06,1,2,58,57,58,2.758007117,0.673499268,1.6,0.7000335,18.5628,95.23,68.03,26.69,14.39,9.22,2.4,,,,,,,
I0442309,956,1181,8,1,2,2,4,2,51.4,3,2,39,0,39,2.758007117,0.673499268,2.1,0.550775295,16.5614,84.83,21.89,30.37,9.38,11.29,2.4,,,,,,,
I0442311,2157,2180,8,1,1,7,6,1,61.42,2,5,42,43,43,2.758007117,1.456064827,1.6,0,29.1752,85.05,498.04,591.75,93.7,0,2.4,,,,,,,
I0442315,1701,1701,8,1,2,7,1,2,55.31,5,1,31,0,31,2.758007117,0.44212914,2.1,0,11.0157,32.66,135.63,67.82,58.13,29.06,3.2,,,,,,,
I0442316,1708,1722,8,1,1,2,1,2,58.99,1,2,63,69,69,4.026845638,0.394511149,2.1,0.625087567,18.6757,83.86,22.48,37.61,5.62,9.4,2.6,,,,,,,
I0442321,667,674,8,1,3,8,5,1,52.62,1,4,47,45,47,2.758007117,2.3,1.6,0,16.6808,79.24,1326,962.65,331.5,240.66,2.3,,,,,,,
I0442323,1622,1636,8,1,1,1,9,1,73.62,6,1,65,0,65,2.758007117,0.278956944,0.6,0.738505425,14.4048,61.75,79.72,15.78,6.76,6.76,2.5,,,,,,,
I0442401,2351,2371,8,1,1,3,4,2,53.17,1,2,54,57,57,2.758007117,0.21575985,2.1,0.630509578,18.9608,140.75,89.44,45.76,18.22,11.44,2.5,,,,,,,
I0442403,3164,3197,8,1,1,6,2,2,49.58,2,4,47,47,47,2.758007117,0.21575985,2.1,0,11.0578,60.36,38.71,65.87,9.68,7.32,2.7,,,,,,,
I0442412,1479,1491,8,1,1,1,1,2,45.67,6,1,75,0,75,2.758007117,0.278956944,2.1,0.824477008,13.2987,53.5,65.52,15.9,11.7,3.97,2.1,,,,,,,
I0442419,1701,1701,8,1,2,7,2,2,63.02,5,1,39,0,39,2.758007117,2.3,2.1,0.82159495,12.86,52.03,126.06,39.4,24.09,16.88,2.5,,,,,,,
I0443101,2102,2102,8,1,3,7,5,2,46.23,3,5,30,0,30,2.758007117,2.3,2.1,0,12.4557,57.87,130.55,129.02,14.51,56.17,2.5,,,,,,,
I0443106,4755,4755,8,1,2,7,5,2,68.21,4,3,30,0,31,2.758007117,0.394511149,2.1,0,16.3337,68.6,405.91,333.9,249.48,222.6,2.4,,,,,,,
I0443107,2774,2798,8,1,1,4,4,2,38.45,1,4,69,66,69,2.758007117,0.497566252,2.1,0.720914657,19.2787,181.42,91,94.66,26.98,23.32,2.5,,,,,,,
I0443110,1491,1842,8,1,2,2,5,1,57.27,2,3,65,35,65,4.026845638,0.394511149,1.6,0.550713795,17.3088,50.45,17.07,17.07,7.31,7.31,2.4,,,,,,,
I0443116,2270,2289,8,1,1,3,4,2,45.28,2,4,55,51,55,2.758007117,0.394511149,2.1,0.691905717,16.2376,83.59,54.78,29.57,23.48,3.29,2.4,,,,,,,
I0443121,870,870,8,1,3,7,6,1,55.38,1,4,52,52,52,4.026845638,2.3,1.6,1.530887149,30,91.19,314.72,431.28,170.14,181.75,2.3,,,,,,,
I0443203,604,604,8,1,3,7,7,1,74.08,2,4,30,38,38,2.758007117,0.21575985,1,0,11.0692,46.92,159.04,291.02,25.89,41.34,2.3,,,,,,,
I0443205,3500,3530,8,1,1,1,4,2,49.05,5,1,44,0,44,2.758007117,0.497566252,2.1,0.78013639,18.3399,106.28,55.9,71.87,10.29,17.97,2.5,,,,,,,
I0443211,793,980,8,1,2,3,4,1,56.64,3,3,38,0,38,2.758007117,0.497566252,1.6,0.787803791,16.1298,86.29,69.72,27.13,14.23,11.63,2.4,,,,,,,
I0443217,1087,1087,8,1,2,6,4,2,54.73,3,3,44,0,44,4.026845638,0.394511149,2.1,0,13.4221,80.38,104.99,37.84,18.2,9.46,2.5,,,,,,,
I0443219,672,701,8,1,4,3,9,1,66.45,2,4,36,46,46,2.758007117,0.326820604,0.6,0.711797429,16.1754,68.99,60.74,21.62,9.75,5.41,2.4,,,,,,,
I0443221,1442,1442,8,1,2,6,4,2,58.62,2,3,44,30,44,2.758007117,2.3,2.1,0.583013713,11.7723,67.21,75.58,30.1,16.76,7.52,2.6,,,,,,,
I0443223,1471,1484,8,1,1,3,4,1,64.32,2,4,51,49,51,2.758007117,0.137745171,1.6,0.766468589,30,196.84,118.75,26.96,30.31,11.56,2.6,,,,,,,
I0443304,4200,4236,8,1,1,1,4,2,38.23,1,2,60,40,60,2.758007117,0.497566252,2.1,0.706697924,16.2509,79.06,68.08,19.8,13.2,13.2,2.6,,,,,,,
I0443314,795,,8,1,2,7,4,2,19.7,,,,,,,,,,,77.74,26.91,74.24,6.73,18.56,2.6,,,,,,,
I0443319,623,,8,1,4,1,8,1,60.14,,,,,,,,,,,98.46,59.5,50.71,6.61,11.35,2.3,,,,,,,
I0443320,1439,1439,8,1,2,7,5,2,64.19,3,4,36,0,36,2.758007117,0.394511149,2.1,0,8.4322,44.56,59.52,25.6,19.45,10.97,2.4,,,,,,,
I0443324,505,505,8,1,4,7,8,1,70.47,1,2,66,60,66,2.758007117,0.278956944,0.6,0,10.6198,47.81,68.59,68.59,22,22,2.3,,,,,,,
I0443405,2093,2111,8,1,1,3,4,1,53.89,5,1,26,0,26,2.758007117,0.394511149,1.6,0.725039096,17.1853,87.83,63.28,19.08,14.1,12.72,2.4,,,,,,,
I0443412,1490,1502,8,1,1,3,4,1,57.36,6,1,66,0,66,2.758007117,0.394511149,1.6,0.709231962,16.2624,78.78,51.2,25.6,21.94,10.97,2.4,,,,,,,
I0443418,1364,1376,8,1,1,3,2,2,33.12,1,2,76,77,77,4.026845638,2.3,2.1,0.849215736,27.278,124.71,94.4,41.43,16.9,17.75,2.8,,,,,,,
I0443419,1531,1548,8,1,1,7,7,1,63.56,1,2,52,67,67,2.758007117,2.3,1,0.840160038,9.1684,54.77,162.82,63.44,42.29,42.29,2.4,,,,,,,
I0443421,1192,1202,8,1,1,4,4,2,17.62,1,2,88,80,88,2.758007117,0.497566252,2.1,0.836412828,17.7123,99.56,65.07,79.09,25.6,10.53,2.6,,,,,,,
I0444103,531,553,8,1,4,2,9,1,64.86,1,3,46,52,52,2.758007117,0.497566252,0.6,0.456312764,15.9769,72.03,18.55,18.55,7.95,7.95,2.4,,,,,,,
I0444105,729,737,8,1,3,8,5,2,70.92,4,2,49,0,49,2.758007117,2.3,2,0,20.1967,64.17,1226.58,815.25,365.39,319.69,2.3,,,,,,,
I0444106,1646,1660,8,1,1,3,4,2,57.68,1,2,36,33,36,4.026845638,0.175908222,2.1,0.660827047,20.8111,94.52,74.52,26.46,16.68,11.34,2.8,,,,,,,
I0444107,869,869,8,1,3,7,4,2,42.97,3,3,30,0,30,4.026845638,2.3,2.1,1.266224408,11.3373,60.15,212.59,347.32,59.38,113.15,2.3,,,,,,,
I0444109,1787,1803,8,1,1,2,4,2,57.27,1,2,46,38,46,2.758007117,0.497566252,2.1,0.586941496,17.4791,93.22,20.2,46.54,13.47,13.08,2.7,,,,,,,
I0444112,1263,1263,8,1,2,7,2,2,63.33,2,3,29,32,32,4.026845638,2.3,2.1,0,30,143.13,200.33,187.1,85.85,80.18,2.5,,,,,,,
I0444120,1257,1270,8,1,1,6,3,2,44.56,2,4,36,37,37,4.026845638,2.3,2.1,0.868206697,9.8554,50.97,158.64,73.89,46.72,26.67,2.5,,,,,,,
I0444125,605,605,8,1,3,7,5,1,51.72,2,5,44,36,44,2.758007117,0.21575985,1.6,0,23.9471,58.54,428.14,428.14,156.95,156.95,2.4,,,,,,,
I0444202,1483,1496,8,1,1,3,4,1,49.53,1,2,59,60,60,2.758007117,0.394511149,1.6,0.629302614,19.6858,121.38,71.24,33.27,23.76,14.26,2.7,,,,,,,
I0444208,777,960,8,1,2,2,2,2,49.51,1,2,79,72,79,2.758007117,0.497566252,2.1,0.635008526,15.0476,68.63,13.16,34.93,8.77,14.97,2.3,,,,,,,
I0444210,1518,1530,8,1,1,2,4,2,53.72,1,3,42,32,63,2.758007117,0.497566252,2.1,0.603824657,16.719,80.51,30.62,30.62,13.12,13.12,2.5,,,,,,,
I0444301,1128,1393,8,1,2,4,4,1,48.16,5,1,40,0,40,2.758007117,0.673499268,1.6,0.874236836,18.5168,106.31,75.15,68.79,13.36,19.72,2.4,,,,,,,
I0444306,3049,3081,8,1,1,6,3,2,57.09,5,1,55,0,55,2.758007117,2.3,2.1,0.507083224,10.441,56,24.33,47.52,10.43,20.37,2.8,,,,,,,
I0444311,676,684,8,1,4,7,9,1,79.48,5,1,18,0,18,4.026845638,2.3,0.6,0,13.2879,31.39,175.29,169.52,45.62,43.15,2.3,,,,,,,
I0444318,633,660,8,1,4,2,9,1,63.56,3,4,42,0,42,4.026845638,0.394511149,0.6,0.474064089,18.8932,86.36,29.12,22.03,8.26,5.51,2.3,,,,,,,
I0444402,728,728,8,1,2,7,5,1,66.27,1,2,24,25,25,2.758007117,2.3,1.6,0.603141026,10.4664,61.13,81.92,27.82,17.94,11.93,2.4,,,,,,,
I0444404,2522,2543,8,1,1,2,3,2,60.51,1,2,33,34,34,2.758007117,0.21575985,2.1,0.560971251,17.9992,68.5,21.55,21.55,9.23,9.23,88.8,,,,,,,
I0444406,1183,1193,8,1,1,1,4,2,60.55,6,1,67,0,67,2.758007117,0.148482892,2.1,0.785898746,23.9436,103.83,39.28,24.52,12.06,9.03,2.4,,,,,,,
I0444420,1646,1660,8,1,1,3,4,2,52.5,4,3,59,0,59,4.026845638,0.673499268,2.1,0.616824122,23.3126,121.69,20.64,101.57,13.76,9.7,2.8,,,,,,,
I0451114,697,,8,1,3,6,2,2,49.79,,,,,,,,,,,129.15,125.46,68.38,21.39,17.09,3.2,,,,,,,
I0451202,765,945,8,1,2,2,3,2,4.53,2,4,49,43,49,2.758007117,2.3,2.1,0.526630855,19.0173,140.54,23.65,63.21,15.77,27.09,3,,,,,,,
I0451207,725,725,8,1,3,7,4,2,59.07,6,1,68,0,68,2.758007117,2.3,1.6,0.960810963,9.0191,48.44,121.24,98.46,106.25,42.2,2.6,,,,,,,
I0451208,730,730,8,1,3,7,5,1,68.39,6,1,63,0,63,2.758007117,2.3,1.6,0.609261783,9.051,64.28,65.28,35.9,21.93,8.98,2.3,,,,,,,
I0451210,1540,1557,8,1,1,7,3,2,58.16,4,2,75,0,75,2.758007117,2.3,2.1,0.553551994,10.5846,72.86,28,60.95,12,26.12,2.8,,,,,,,
I0451212,1470,1485,8,1,1,7,3,2,53.66,1,2,63,64,64,4.026845638,2.3,2.1,0.531745556,14.6096,78.75,16.54,85.46,24.81,21.37,2.9,,,,,,,
I0451217,1651,1665,8,1,1,2,9,1,72.62,2,3,36,36,36,2.758007117,0.243321873,0.6,0.594910855,30,156.14,85.04,70.06,25.27,0,88.8,,,,,,,
I0451305,1374,1386,8,1,1,2,2,2,48.23,1,2,66,65,66,4.026845638,0.21575985,2.1,0.436290116,30,195.81,42.2,58.24,18.08,16.58,3,,,,,,,
I0451306,1439,1439,8,1,2,6,3,2,44.68,1,3,69,66,69,2.758007117,2.3,2.1,0.687304093,9.9947,57.71,85.38,56.45,9.59,24.19,3,,,,,,,
I0451307,1912,1912,8,1,2,6,3,2,51.7,5,1,31,0,31,4.026845638,0.278956944,2.1,0,11.558,39.42,18.51,41.75,7.93,17.89,2.7,,,,,,,
I0451308,3323,4105,8,1,2,3,3,2,36.86,1,2,27,23,27,2.758007117,2.3,2.1,0.687199378,21.3781,167.71,119.46,57.22,18.72,14.3,3,,,,,,,
I0451310,2957,2957,8,1,2,6,3,1,45.8,1,2,30,30,30,4.026845638,2.3,1.6,0,9.6631,40.51,17.28,53.54,25.92,22.95,2.7,,,,,,,
I0451311,674,703,8,1,4,2,9,1,71.63,6,1,86,0,86,2.758007117,0.137745171,0.6,0.406107003,16.2082,76.71,18.48,18.48,4.62,4.62,2.3,,,,,,,
I0451312,1448,1460,8,1,1,3,2,2,53.29,6,1,70,0,70,4.026845638,0.148482892,2.1,0.720821767,28.6118,165.3,86.26,65.75,13.5,28.18,3.1,,,,,,,
I0451401,2296,2316,8,1,1,2,4,2,50.44,2,5,41,41,41,2.758007117,0.21575985,2.1,0.691818448,16.883,69.92,31.4,46.99,7.85,7.85,2.4,,,,,,,
I0452104,1960,1981,8,1,1,7,6,1,65.09,6,1,65,0,65,2.758007117,2.3,1.6,1.098235745,10.3498,65.84,300.87,174.48,64.29,32.69,2.3,,,,,,,
I0452106,2660,2683,8,1,1,3,4,2,53.13,1,3,67,63,67,2.758007117,0.175908222,2.1,0.726869105,16.9311,106.19,74.47,44.48,23.54,11.12,2.5,,,,,,,
I0452113,1436,1448,8,1,1,3,5,1,53.05,1,2,72,69,72,2.758007117,0.21575985,1.6,0.706608981,16.661,80.83,68.5,29.12,11.66,7.28,2.4,,,,,,,
I0452207,1035,1035,8,1,2,7,4,1,60.32,1,2,38,29,38,2.758007117,0.175908222,1.6,0,8.769,59.31,65.16,27.82,27.93,11.93,2.4,,,,,,,
I0452306,1765,1781,8,1,1,1,4,2,43.04,6,1,81,0,81,2.758007117,0.175908222,2.1,0.784392079,16.2748,74.46,58.02,30.14,16.59,9.13,2.6,,,,,,,
I0452310,1718,1732,8,1,1,1,4,2,36.99,2,4,44,35,44,2.758007117,0.394511149,2.1,0.873511025,14.4371,79.87,62.1,57.31,26.61,14.19,2.5,,,,,,,
I0452402,1737,1752,8,1,1,2,3,2,61.99,1,3,51,0,79,2.758007117,0.394511149,2.1,0.587018747,16.1066,72.64,14.84,31.17,9.9,13.36,2.5,,,,,,,
I0452406,986,986,8,1,3,7,3,2,61.17,4,2,34,0,34,2.758007117,2.3,2.1,0.590189601,11.1985,64.31,21.11,56.41,9.05,24.17,2.3,,,,,,,
I0452408,1682,1697,8,1,1,3,5,1,55.8,6,1,60,0,60,2.758007117,0.278956944,1.6,0.771536388,14.5436,59.02,23.25,54.65,9.96,9.21,2.3,,,,,,,
I0452410,2119,2137,8,1,1,1,3,2,58.3,1,2,25,30,30,2.758007117,0.21575985,2.1,0.787888399,15.091,66.29,15.6,74.28,6.68,6.68,2.4,,,,,,,
I0452415,1945,1962,8,1,1,2,3,2,68.73,4,11,49,50,50,2.758007117,0.148482892,2.1,0.54030884,25.9696,205.92,20.65,55.06,13.77,23.6,2.6,,,,,,,
I0452416,1433,1433,8,1,2,7,4,2,56.04,2,3,33,28,33,2.758007117,2.3,2.1,0.717014515,8.4051,39.66,58.64,24.25,19.32,10.39,2.5,,,,,,,
I0453101,1632,1650,8,1,1,7,3,2,51.19,1,2,43,43,43,2.758007117,2.3,2.1,0.572187563,10.6595,52.31,20.35,51.98,8.72,13,2.6,,,,,,,
I0453103,923,1140,8,1,2,2,3,2,61.04,4,8,39,28,44,4.026845638,0.673499268,2.1,0.598756275,18.2538,100.06,19.81,52.1,8.49,13.02,2.8,,,,,,,
I0453107,2253,2253,8,1,2,6,3,2,57.63,2,4,38,38,38,2.758007117,2.3,2.1,0.807811924,7.5926,50.91,99.51,54.4,13.7,6.04,2.3,,,,,,,
I0453110,841,841,8,1,2,7,3,2,60.77,3,2,20,0,20,2.758007117,2.3,2.1,0.573139301,10.7233,66.52,21.95,71.14,9.41,17.78,2.6,,,,,,,
I0453111,1360,1372,8,1,1,2,4,2,61.89,2,5,49,50,50,2.758007117,0.326820604,2.1,0.474031909,25.0888,112.91,21.07,21.07,9.03,9.03,2.6,,,,,,,
I0453112,653,,8,1,4,7,2,2,63.86,,,,,,,,,,,66.77,21.62,54.27,14.42,13.57,2.4,,,,,,,
I0453115,1309,1320,8,1,1,3,2,2,52.29,2,5,45,48,48,2.758007117,0.394511149,2.1,0.684648259,16.3791,135.4,27.2,101.66,6.8,20.07,2.5,,,,,,,
I0453202,2434,2434,8,1,2,6,2,2,59.18,2,4,36,41,41,2.758007117,2.3,2.1,0.57522118,11.1215,52.62,18.87,49.06,8.09,12.27,2.5,,,,,,,
