aacode,dwell_weight,hhld_weight,GOR_EHS,rumorph,Tenure4x,dwtypenx,dwage9x,wallcavx,sap09,hhtype6,hhsizex,agehrpx,agepartx,ageoldx,Uglazing,Uroof,Uextwall,Ugndfloor,Permeability,floorx,efwalar,ebwalar,efwinar,ebwinar,finlivcl,,,,min,mean,max,sd
I0983102,1092,1092,2,2,1,3,3,2,55.79,3,2,48,0,48,2.758007117,0.394511149,2.1,0.794582095,11.9441,58.41,60.36,30.63,4.12,7.66,2.6,,,,,,,
I0983104,808,816,2,4,2,5,2,2,27.56,5,1,48,0,48,4.026845638,1.041902605,2.1,0.810320872,13.3747,58.45,38.31,63.48,4.26,7.05,2.5,,,,,,,
I0983107,1136,1136,2,2,1,3,3,1,48.87,2,3,47,39,47,2.758007117,0.21575985,1.6,0.825155484,14.3582,68.38,75.67,33.12,10.78,8.28,2.3,,,,,,,
I0983202,1244,1244,2,1,1,3,5,1,60.61,6,1,68,0,68,2.758007117,0.175908222,1.6,0.754165188,17.8828,89,63.77,28.06,20.06,12.03,2.5,,,,,,,
I0983209,678,682,2,1,4,2,9,1,69.74,3,2,23,0,23,2.758007117,0.394511149,0.6,0.489167336,17.8089,58.08,19.08,19.08,4.77,4.77,2.4,,,,,,,
I0983211,1499,1499,2,1,1,4,9,1,66.09,1,2,46,42,46,2.758007117,0.21575985,0.6,0.739010991,20.1538,121.61,77.64,75.21,14.87,13.83,2.4,,,,,,,
I0983302,692,692,2,1,4,7,8,1,77.63,6,1,90,0,90,2.758007117,2.3,0.6,2.014623387,11.1138,38.81,274.14,773.95,68.54,143.96,2.3,,,,,,,
I0983307,1437,1437,2,1,1,2,2,2,56.44,1,2,42,27,42,2.758007117,0.175908222,2.1,0.66340832,16.2121,73.75,22.08,34.63,5.52,14.84,2.7,,,,,,,
I0983310,1387,1387,2,1,1,3,6,1,52.7,1,2,29,28,29,2.758007117,0.497566252,1.6,0.737721128,12.3971,63.7,67.79,17.49,13.09,7.5,2.3,,,,,,,
I0983401,613,613,2,2,2,7,9,1,71.23,1,2,52,57,57,2.758007117,2.3,0.6,1.099163014,12.4844,55.79,166,223.85,48.19,42.57,2.3,,,,,,,
I0983403,1218,1218,2,1,1,2,3,2,59.12,5,1,32,0,32,2.758007117,0.394511149,2.1,0.593199985,16.1415,78.76,18.51,43.55,7.93,10.89,2.6,,,,,,,
I0983407,1301,1301,2,1,1,3,6,1,53.72,1,2,57,52,57,2.758007117,0.673499268,1.6,0.791190674,15.3764,79.99,71.54,30.46,14.78,11.28,2.4,,,,,,,
I0983408,1253,1253,2,1,1,3,8,1,55.41,1,3,48,52,52,2.758007117,0.394511149,0.6,0.733937987,12.8996,89.93,75.44,23.66,23.85,10.14,2.3,,,,,,,
I0983410,736,740,2,1,4,5,5,1,26.55,6,1,64,0,64,2.758007117,0.175908222,1.6,0.685419303,11.2489,66.51,46.87,31.2,10.98,7.79,2.4,,,,,,,
I0983412,1388,1388,2,3,1,5,6,2,17,5,1,48,0,48,2.758007117,1.456064827,0.8,1.00697477,5.515,36.87,36.08,30.73,10.15,14.43,2.1,,,,,,,
I0984105,509,514,2,1,2,2,3,2,50.05,3,2,46,0,46,2.758007117,0.673499268,2.1,0.61687563,16.5732,63.3,16.58,27.97,7.1,6.99,2.8,,,,,,,
I0984106,795,800,2,1,4,2,2,2,55.96,5,1,44,0,44,2.758007117,0.278956944,2.1,0.633908663,15.3513,40.88,21.32,21.32,5.33,5.33,3.1,,,,,,,
I0984201,507,513,2,2,2,1,9,1,65.62,5,1,59,0,59,2.758007117,0.21575985,0.6,0.802782744,14.4466,46.87,64.13,16.32,4.08,4.08,2.3,,,,,,,
I0984202,1362,1362,2,4,1,3,4,2,43.64,2,4,33,24,33,4.026845638,0.497566252,2.1,0.760728623,18.7877,68,60.98,22.85,13.12,5.71,2.5,,,,,,,
I0984211,962,962,2,3,1,4,2,2,34.41,1,2,65,69,69,2.758007117,0.394511149,2.1,0.785579704,17.0841,139.34,93.71,88.33,18.12,5.65,2.2,,,,,,,
I0984302,1137,1137,2,1,4,7,8,1,74.6,5,1,25,0,25,2.758007117,2.3,0.6,0,8.1804,63.73,61.96,84.28,34.56,33.3,2.3,,,,,,,
I0984304,989,989,2,1,1,4,7,1,66.91,1,4,72,67,72,2.758007117,0.148482892,1,0.736434052,15.8626,158.39,83.59,79.88,35.82,26.46,2.4,,,,,,,
I0984405,2282,2282,2,1,1,3,4,2,48.77,1,2,69,65,69,2.758007117,0.278956944,2.1,0.794580153,16.9428,102.81,97.57,33.84,17.8,12.28,2.5,,,,,,,
I0984406,663,663,2,1,2,7,8,1,81.22,6,1,91,0,91,2.758007117,2.3,0.6,0,11.1199,32.48,416.48,154.03,139.33,66.01,2.3,,,,,,,
I0984412,537,542,2,1,2,2,8,1,43.02,5,1,31,0,31,2.758007117,0.356152929,0.6,0.698404795,10.6547,38.11,51.24,0,9.16,0,2.3,,,,,,,
I0991105,1215,1215,2,1,1,3,6,1,59.85,1,2,65,63,65,2.758007117,0.394511149,1.6,0.792764607,25.8402,100.89,40.98,18.74,12.64,8.03,2.3,,,,,,,
I0991110,1452,1452,2,1,1,3,5,1,51.76,1,2,50,50,50,2.758007117,0.673499268,1.6,0.579174192,19.9055,158.37,103.85,48.7,19.85,12.18,2.5,,,,,,,
I0991111,502,502,2,1,3,5,5,1,57.6,6,1,80,0,80,4.026845638,0.21575985,1.6,0.776234399,14.6057,32.55,16.4,40.12,4.1,6.98,2.4,,,,,,,
I0991201,1195,1195,2,1,1,2,7,1,67.94,6,1,78,0,78,2.758007117,0.21575985,1,0.451617206,17.1673,81.71,20.78,20.78,8.9,8.9,2.4,,,,,,,
I0991202,496,496,2,1,3,5,5,1,61.16,2,6,43,43,43,2.758007117,0.278956944,1.6,0.611639712,12.3726,109.75,59.58,42.11,11.53,18.05,2.4,,,,,,,
I0991204,2352,2352,2,1,1,3,2,2,58.03,2,5,52,49,52,2.758007117,0.673499268,2.1,0.583055688,30,256.21,120.4,41.83,23.2,10.46,2.9,,,,,,,
I0991212,1492,1492,2,1,1,4,6,1,54.55,1,2,58,63,63,2.758007117,0.394511149,1.6,0.800386508,18.1571,112.55,59.58,100.81,12.46,14.15,2.4,,,,,,,
I0991301,531,531,2,1,3,7,6,1,59.19,2,6,34,32,34,2.758007117,2.3,1.6,0,18.5717,83.74,93.98,93.86,37.67,37.67,2.5,,,,,,,
I0991307,930,930,2,1,1,3,8,1,60.22,6,1,64,0,64,2.758007117,0.673499268,0.6,0.700392653,15.7887,71.31,79.69,22.05,8.85,5.51,2.4,,,,,,,
I0991310,1414,1414,2,1,1,2,5,1,53.51,1,2,72,69,72,2.758007117,0.497566252,1.6,0.611547053,18.3386,75.56,24.12,38.95,10.34,10.34,2.5,,,,,,,
I0991402,1513,1513,2,1,1,3,4,1,63.37,1,3,52,49,52,2.758007117,0.21575985,1.6,0.755672096,17.3187,126.19,74.83,68.81,21.12,17.2,2.5,,,,,,,
I0991404,1286,1286,2,1,1,3,4,1,49.56,1,2,55,60,60,2.758007117,0.673499268,1.6,0.724833359,17.8272,68.79,55.61,24.64,17.75,6.16,2.6,,,,,,,
I0991405,622,622,2,1,3,3,5,1,55.57,3,3,32,0,32,2.758007117,0.497566252,1.6,0.652875424,17.872,99.06,31.97,70.36,7.99,12.26,2.4,,,,,,,
I0991408,561,561,2,1,3,3,4,1,56.35,1,2,51,52,52,2.758007117,0.278956944,1.6,0.747458075,19.1625,58.19,53,15.03,13.25,6.44,2.5,,,,,,,
I0992106,583,583,2,1,4,7,5,1,66.1,5,1,21,0,21,2.758007117,0.394511149,1.6,0,10.8848,41.21,101.98,45.78,38.31,11.44,2.3,,,,,,,
I0992107,715,720,2,1,4,2,5,1,64.51,3,5,34,0,34,2.758007117,0.21575985,1.6,0.579570279,16.871,86.07,26.21,37.99,11.23,11.23,2.3,,,,,,,
I0992108,1436,1436,2,1,1,4,9,1,61.86,2,5,36,42,42,2.758007117,0.21575985,0.6,0.751895363,18.2137,113.31,87.5,82.65,13.51,13.84,2.4,,,,,,,
I0992111,1176,,2,1,4,1,5,2,58.44,,,,,,,,,,,95.34,77.26,34.27,14.69,14.69,2.3,,,,,,,
I0992202,1400,1400,2,1,1,3,3,2,50.89,1,2,29,30,30,2.758007117,0.137745171,2.1,0.787619916,15.8471,75.56,61.22,29.42,14.43,14.6,2.4,,,,,,,
I0992211,939,939,2,2,1,4,4,2,42.24,1,2,68,66,68,2.758007117,0.175908222,2.1,0.754455298,18.9665,145.98,88.08,91.55,18.27,19.76,2.6,,,,,,,
I0992213,2649,2649,2,2,1,3,6,1,56.91,4,2,51,0,51,2.758007117,2.3,1.6,0.559821592,23.861,145.64,14.47,56.73,6.2,15.49,2.4,,,,,,,
I0992303,5679,5679,2,1,1,3,3,2,44.67,3,3,49,0,49,2.758007117,0.394511149,2.1,0.747204278,14.6002,92.93,72.68,59.12,17.49,14.78,2.7,,,,,,,
I0992308,1468,1468,2,1,1,3,4,2,42.19,2,3,28,31,31,2.758007117,0.673499268,2.1,0.754740819,18.2192,76.1,62.71,33.42,11.61,8.35,2.5,,,,,,,
I0992401,2899,2899,2,1,1,1,4,2,42.31,6,1,78,0,78,2.758007117,0.21575985,2.1,0.87506222,14.036,72.28,82.68,33.41,12.37,8.35,2.4,,,,,,,
I0992403,1256,1269,2,1,2,2,2,2,59.65,3,2,39,0,39,4.026845638,0.175908222,2.1,0.745827156,16.2696,58.99,31.54,41.62,6.7,7.63,2.5,,,,,,,
I0992404,2470,2470,2,1,1,2,4,2,29.13,4,2,58,0,58,2.758007117,0.21575985,2.1,0.557588155,15.3951,54.13,18.18,20.78,7.79,5.19,2.4,,,,,,,
I0992410,2736,2736,2,2,1,2,8,1,66.49,3,2,42,0,42,2.758007117,0.497566252,0.6,0.640638673,12.5445,67.55,11.45,56.56,1.27,20.3,2.4,,,,,,,
I0992412,2433,2433,2,2,1,4,6,1,60.84,1,2,74,72,74,2.758007117,0.326820604,1.6,0.767047905,18.0023,128.82,83.53,90.81,21.24,16.14,2.4,,,,,,,
I0993101,649,653,2,1,4,5,5,1,55.11,6,1,63,0,63,2.758007117,0.175908222,1.6,0.798442563,13.379,41.48,37.84,16.93,8.9,4.23,2.3,,,,,,,
I0993106,1194,1194,2,1,1,4,7,1,52.8,6,1,84,0,84,2.758007117,0.175908222,1,0.868356852,15.7883,91.36,71.46,71.46,14.93,14.93,2.4,,,,,,,
I0993110,1351,1351,2,1,1,1,2,2,43.98,5,1,38,0,38,2.758007117,0.394511149,2.1,0.51280465,15.718,90.96,96.92,0,17.8,0,2.5,,,,,,,
I0993206,1269,1269,2,1,4,7,5,1,65.07,5,1,52,0,52,2.758007117,0.175908222,1.6,0,11.3178,48.96,37.37,37.37,9.34,9.34,2.5,,,,,,,
I0993213,2044,2044,2,2,1,1,9,1,59.2,2,3,28,39,39,2.758007117,0.394511149,0.6,0.752588796,14.7545,58.22,68.05,17.47,10.33,7.49,2.4,,,,,,,
I0993302,1274,1274,2,1,1,3,5,1,60.23,5,1,28,0,28,2.758007117,0.673499268,1.6,0.699481364,17.3139,112.78,39.17,71.47,16.79,19.58,2.5,,,,,,,
I0993304,1638,1638,2,1,1,2,5,1,59.29,5,1,39,0,39,2.758007117,0.497566252,1.6,0.625136115,15.5344,60.75,38.64,21.15,6.04,9.06,2.5,,,,,,,
I0993305,1039,1039,2,1,1,5,6,1,53.11,1,2,69,65,69,2.758007117,0.175908222,1.6,0.618236658,10.1643,73.15,46.24,31.43,7.02,5.19,2.4,,,,,,,
I0993307,1124,1124,2,1,1,4,9,1,71.35,2,7,43,48,48,2.758007117,0.21575985,0.6,0.685546086,18.7678,132.33,74.27,100.77,17.96,11.67,2.4,,,,,,,
I0993309,1070,1070,2,1,1,5,6,1,52.4,1,2,72,68,72,2.758007117,0.326820604,1.6,0.795749149,11.044,50.99,38.11,38.11,9.42,9.42,2.5,,,,,,,
I0993404,602,606,2,1,4,1,5,1,65.2,6,1,60,0,60,2.758007117,0.21575985,1.6,0.767690862,15.7233,60.36,55.17,24.17,9.49,6.04,2.5,,,,,,,
I0993407,1269,1269,2,1,1,3,5,1,61.86,2,3,44,43,44,2.758007117,0.175908222,1.6,0.760150019,17.5814,75.5,55.64,31.26,15.08,12.01,2.4,,,,,,,
I0993409,537,543,2,1,2,5,5,1,43.68,6,1,69,0,69,2.758007117,0.175908222,1.6,0.633117036,12.63,67.18,52.37,23.26,15.78,5.81,2.6,,,,,,,
I0993411,1668,1668,2,1,1,4,9,1,53.12,2,3,65,61,65,2.758007117,0.394511149,0.6,0.738878338,19.811,121.72,93.38,84.22,11.75,16.22,2.4,,,,,,,
I0994102,631,631,2,1,3,8,5,1,72.33,6,1,62,0,62,2.758007117,2.3,1.6,0,15.6811,60.78,1004.11,1004.11,272.16,272.16,2.3,,,,,,,
I0994105,1812,1812,2,1,1,2,4,2,59.88,3,2,53,0,53,2.758007117,0.21575985,2.1,0.50205947,16.2905,66.59,21.11,24.13,9.05,6.03,2.7,,,,,,,
I0994107,1309,1309,2,1,1,2,9,1,76.36,2,3,42,45,45,2.758007117,0.21575985,0.6,0.495279528,21.6914,114.19,32.44,42.85,8.11,12.16,2.4,,,,,,,
I0994109,1065,1065,2,2,1,4,9,1,55.46,1,2,66,55,66,2.758007117,0.278956944,0.6,0.972233214,17.0788,77.19,68.07,88.57,13,9.41,2.3,,,,,,,
I0994110,1442,1457,2,1,2,5,8,2,58.29,5,1,37,0,37,4.026845638,0.394511149,0.4,1.041928253,8.2013,33.61,29.92,35.2,8.39,3.1,2.1,,,,,,,
I0994114,1360,1360,2,1,1,2,3,2,64.22,4,2,45,0,45,2.758007117,0.278956944,2.1,0.594641386,15.5233,58.7,22.7,21.11,9.73,9.05,2.8,,,,,,,
I0994202,1485,1485,2,4,1,4,2,2,5.86,1,2,66,62,66,4.026845638,0.21575985,2.1,0.670984644,22.3126,258.71,105.91,144.22,21.81,16.02,2.2,,,,,,,
I0994209,1213,1213,2,3,1,3,2,2,48.87,1,2,66,65,66,2.758007117,0.394511149,2.1,0.737824651,27.2071,187.93,96.06,62.85,10.11,15.71,2.6,,,,,,,
I0994211,839,847,2,3,2,2,5,1,52.16,3,3,28,0,28,2.758007117,0.497566252,1.6,0.572218776,16.9599,84.02,45.1,24.25,6.93,10.39,2.5,,,,,,,
I0994212,2443,,2,4,1,1,9,1,68.55,,,,,,,,,,,269.21,134.55,76,44.09,19,2.4,,,,,,,
I0994213,1070,1070,2,2,1,5,5,1,46.32,6,1,77,0,77,2.758007117,0.21575985,1.6,0.628819692,11.255,121.94,85.04,70.8,7.62,20.6,2.6,,,,,,,
I0994310,1651,1651,2,3,1,4,1,2,56.25,6,1,73,0,73,2.758007117,0.278956944,2.1,0.581737412,16.9333,189.03,81.13,90.34,14.76,29.83,2.1,,,,,,,
I0994401,536,541,2,1,2,2,2,2,47.71,4,6,46,47,47,4.026845638,0.394511149,2.1,0.607735387,17.2308,77.82,20.24,39.61,8.67,16.98,2.8,,,,,,,
I0994402,1591,1601,2,1,4,1,5,1,70.42,2,6,38,40,40,2.758007117,0.394511149,1.6,0.627353292,20.1357,120.87,69.32,36.25,21.84,10.81,2.4,,,,,,,
I0994405,2703,2703,2,1,1,4,9,1,61.11,1,2,56,51,56,2.758007117,0.278956944,0.6,0.729760745,20.6861,128.01,75.41,65.94,20.37,22.29,2.3,,,,,,,
I1001101,857,857,6,1,3,3,5,1,60.78,2,4,36,36,36,2.758007117,0.497566252,1.6,0.732512812,17.8879,77.68,67.87,31.8,11.96,7.95,2.4,,,,,,,
I1001103,1534,1537,6,1,1,5,6,1,55.56,6,1,68,0,68,2.758007117,0.21575985,1.6,0.77545932,13.0295,55.96,44.13,39.04,4.67,9.76,2.4,,,,,,,
I1001106,673,673,6,1,3,1,4,1,58.43,2,5,37,35,37,2.758007117,0.21575985,1.6,0.660886809,16.6572,92.77,80.94,28.29,7.07,7.07,2.4,,,,,,,
I1001111,1977,1977,6,1,2,2,2,2,56.42,5,1,59,0,59,2.758007117,0.21575985,2.1,0.62725221,16.5534,63.62,16.99,38,4.25,9.5,2.7,,,,,,,
I1001112,3493,3502,6,1,1,2,4,2,63.88,2,4,42,38,42,2.758007117,0.394511149,2.1,0.694717246,23.24,75.77,37.52,21.62,5.41,5.41,2.4,,,,,,,
I1001113,2005,2005,6,1,2,2,3,2,42.29,3,2,20,0,20,4.026845638,0.497566252,2.1,0.639884183,19.1112,76.17,20.2,35.62,5.05,8.91,2.7,,,,,,,
I1001203,1716,1720,6,1,1,3,7,1,54.62,1,2,55,50,55,2.758007117,0.673499268,1,0.72963352,12.6561,64.58,61.64,20.25,9.66,5.06,2.3,,,,,,,
I1001204,1208,1208,6,1,3,5,6,1,66.21,6,1,69,0,69,2.758007117,0.21575985,1.6,0.706334866,11.7341,49.86,37.46,19.72,7.39,4.93,2.4,,,,,,,
I1001205,2105,2110,6,1,1,3,4,1,60.71,2,3,45,43,45,2.758007117,0.394511149,1.6,0.822108147,22.428,81.61,22.05,74.39,5.51,5.51,2.4,,,,,,,
I1001207,1887,1887,6,1,3,5,6,1,48.79,6,1,80,0,80,2.758007117,0.21575985,1.6,0.699573853,13.8258,50.76,18.95,42.17,5.14,10.13,2.3,,,,,,,
I1001304,2091,2096,6,1,1,5,6,1,57.56,6,1,75,0,75,2.758007117,0.175908222,1.6,0.72070146,10.4668,80.58,40.13,51.07,11.2,13.31,2.3,,,,,,,
I1001309,1611,1615,6,1,1,3,5,1,69.07,1,2,74,71,74,2.758007117,0.175908222,1.6,0.653105654,15.9734,77.14,26.11,52.95,6.53,9.51,2.4,,,,,,,
I1001405,1687,1691,6,1,1,3,8,1,53.98,6,1,65,0,65,2.758007117,0.394511149,0.6,0.715241697,12.4747,66.95,21.22,67.45,5.3,10.44,2.3,,,,,,,
I1001406,790,790,6,1,3,3,4,1,51.01,2,4,36,37,37,2.758007117,2.3,1.6,0.725125323,17.9025,68.68,22.9,59.62,5.72,9.8,2.4,,,,,,,
I1001408,1573,1577,6,1,1,4,6,1,55.27,1,2,69,67,69,2.758007117,0.278956944,1.6,0.823861518,13.9002,90.08,71.27,73.99,12.65,11.73,2.3,,,,,,,
I1002101,1293,1293,6,1,3,8,7,1,64.85,6,1,84,0,84,2.758007117,2.3,1,0,16.6034,68.17,426.12,646.6,146.28,95.4,2.4,,,,,,,
I1002105,2399,2405,6,1,1,3,4,2,46.04,1,3,56,56,56,2.758007117,0.673499268,2.1,0.862545168,17.8571,88.94,25.67,96.89,11,9.88,2.8,,,,,,,
I1002107,1492,1492,6,1,2,7,9,1,63.71,4,3,23,0,23,2.758007117,2.3,0.6,0,15.7203,49.74,336.44,261.4,84.11,65.35,88.8,,,,,,,
I1002108,1151,1151,6,1,2,2,8,1,70.57,5,1,37,0,37,2.758007117,0.394511149,0.6,0.49900262,14.2613,83.82,18.55,38.11,7.95,5.3,2.4,,,,,,,
I1002204,673,673,6,1,3,3,5,1,65.36,1,3,44,47,47,2.758007117,0.278956944,1.6,0.697594426,16.8607,80.65,24.12,62.86,10.34,10.81,2.5,,,,,,,
I1002308,962,962,6,1,3,2,4,1,60.48,5,1,50,0,50,2.758007117,0.278956944,1.6,0.611661431,17.6629,62.28,33.92,20.76,11.86,8.9,2.6,,,,,,,
I1002309,849,849,6,1,3,3,5,1,47.29,3,3,25,0,25,2.758007117,0.175908222,1.6,0.725125323,16.2004,68.69,20.03,59.62,8.59,9.8,2.4,,,,,,,
I1002411,1831,1836,6,1,1,4,8,1,49.03,1,2,35,30,35,2.758007117,0.673499268,0.6,0.904528896,13.9098,65.85,68.57,68.57,7.8,7.8,2.3,,,,,,,
I1003110,957,957,6,1,3,5,7,1,50.81,1,2,81,78,81,2.758007117,0.497566252,1,0.680633614,11.1251,49.12,15.17,45.81,6.5,4.33,2.3,,,,,,,
I1003204,844,844,6,1,2,4,4,1,47.27,1,2,68,67,68,2.758007117,0.497566252,1.6,0.85335937,15.4476,84.06,75.45,71,9.75,13.31,2.4,,,,,,,
I1003302,1541,1541,6,1,2,1,2,2,55.12,3,4,28,0,28,2.758007117,0.394511149,2.1,0.706505264,16.3669,116.12,91.79,50.9,10.3,21.81,2.8,,,,,,,
I1003307,1250,,6,1,3,2,3,1,21.76,,,,,,,,,,,94.9,19.21,42.7,8.23,18.3,2.8,,,,,,,
I1003404,1575,1579,6,1,1,3,4,1,59.07,6,1,79,0,79,2.758007117,0.175908222,1.6,0.852598984,14.7066,75.4,68.6,27.55,15.14,11.81,2.5,,,,,,,
I1004106,731,731,6,1,2,3,5,1,60.91,2,3,28,34,34,2.758007117,0.394511149,1.6,0.714776313,16.2958,73.46,56.37,28.55,13.31,3.17,2.4,,,,,,,
I1004202,1054,1057,6,1,1,1,2,2,38.64,6,1,73,0,73,2.758007117,2.3,2.1,0.763601822,16.1838,63.8,14.36,96,6.16,13.15,2.9,,,,,,,
I1004208,674,674,6,1,2,2,3,2,62.39,3,4,26,0,26,2.758007117,0.497566252,2.1,0.555120829,16.9966,57.15,13.93,22.87,5.97,5.72,2.8,,,,,,,
I1004209,1506,1510,6,1,1,3,4,1,61.04,5,1,58,0,58,2.758007117,0.175908222,1.6,0.731276092,15.7167,66.14,58.74,19.63,12.76,8.41,2.6,,,,,,,
I1004211,618,618,6,1,3,3,5,1,65.03,1,3,49,49,49,2.758007117,0.175908222,1.6,0.71750223,18.2741,71.84,21.48,59.18,9.2,9.98,2.4,,,,,,,
I1004304,3794,3803,6,1,1,3,5,1,39.86,2,3,45,41,45,2.758007117,0.673499268,1.6,0.763125759,16.6849,85.43,73.53,28.2,15.86,12.09,2.5,,,,,,,
I1004306,1089,1092,6,1,1,4,7,1,61.57,1,2,65,69,69,2.758007117,0.326820604,1,0.856567573,20.162,61.74,41.06,23.68,4.83,4.83,2.4,,,,,,,
I1004307,649,649,6,1,3,3,5,1,65.64,2,3,21,28,28,2.758007117,0.394511149,1.6,0.732825451,17.5391,73.97,29.68,65.81,7.42,11.79,2.5,,,,,,,
I1011102,1347,1350,6,1,1,3,4,2,52.63,4,8,44,39,44,2.758007117,2.3,1.6,0.659240812,17.0084,96.22,70.85,30.95,12.54,7.74,2.4,,,,,,,
I1011104,876,876,6,1,4,3,5,1,57.36,3,3,41,0,41,2.758007117,0.21575985,1.6,0.690282813,17.0122,85.45,34.65,57.92,11.03,10.03,2.4,,,,,,,
I1011109,1806,1811,6,1,1,3,5,1,59.33,3,2,25,0,25,2.758007117,0.394511149,1.6,0.698619655,17.1974,92.79,20.41,66.76,8.75,11.73,2.5,,,,,,,
I1011204,1320,1323,6,1,1,4,9,1,51.48,2,5,38,36,38,2.758007117,0.394511149,0.6,0.757683683,18.3327,113.77,82.07,75.5,12.09,17.34,2.3,,,,,,,
I1011205,1217,1220,6,1,1,3,5,2,31.13,1,3,47,46,47,2.758007117,0.175908222,2,0.760976174,16.4746,84.2,28.41,84.2,7.1,8.21,2.4,,,,,,,
I1011211,512,512,6,2,4,3,5,1,56.83,1,4,70,66,70,2.758007117,0.294482926,1.6,0.719946979,17.9673,79.37,30.95,68.76,7.74,11.94,2.4,,,,,,,
I1011214,977,977,6,2,4,1,5,1,51.98,6,1,62,0,62,2.758007117,0.673499268,1.6,0.740486011,15.6541,77,31.42,65,7.85,11.59,2.3,,,,,,,
I1011303,536,536,6,1,4,7,5,1,58.3,6,1,78,0,78,2.758007117,2.3,1.6,1.099952741,8.8877,48.89,175.34,175.34,26.62,26.62,2.3,,,,,,,
I1011405,518,518,6,1,4,7,8,1,73.95,1,2,70,72,72,2.758007117,0.21575985,0.6,0,10.4554,51,140.64,297.9,7.69,35.28,2.3,,,,,,,
I1011409,867,867,6,1,4,3,5,1,62.85,3,3,23,0,23,2.758007117,0.278956944,1.6,0.734401856,16.0759,68.09,24.59,58.46,6.15,9.91,2.4,,,,,,,
I1011411,1963,1968,6,1,1,3,4,1,67.01,6,1,72,0,72,4.026845638,0.175908222,1.6,0.817779362,18.2727,68.28,23.33,68.72,5.83,11.52,2.4,,,,,,,
I1011415,730,730,6,1,2,1,9,1,76.26,1,2,26,24,26,2.758007117,0.21575985,0.6,0.691228659,16.2678,74.54,70.17,20.35,5.09,5.09,2.4,,,,,,,
I1012103,1269,1273,6,1,1,4,5,1,52.57,1,2,60,60,60,2.758007117,0.394511149,1.6,0.69490037,19.1988,188.01,119.47,108.94,15.77,29.01,2.5,,,,,,,
I1012106,650,650,6,1,4,7,6,1,46.64,5,1,49,0,49,2.758007117,1.456064827,1.6,0,10.1308,41.08,140.3,95.06,35.65,23.77,2.3,,,,,,,
I1012107,711,711,6,1,4,7,5,1,59.01,6,1,68,0,68,2.758007117,2.3,1.6,0.741844053,8.0385,38.03,57.77,28.41,14.31,7.1,2.4,,,,,,,
I1012109,1286,1289,6,1,1,4,6,1,53.31,2,4,52,47,52,2.758007117,1.041902605,1.6,0.898750522,16.5734,85.22,66.66,66.44,14,14.37,2.3,,,,,,,
I1012111,2127,2132,6,1,1,3,5,1,52.38,5,1,58,0,58,2.758007117,0.394511149,1.6,0.702007697,18.2732,96.17,68.47,38.23,17.88,9.24,2.6,,,,,,,
I1012112,1263,1266,6,1,1,3,5,1,64.69,2,4,36,37,37,2.758007117,0.278956944,1.6,0.702104149,15.1934,77.17,72.29,25.86,15.22,6.47,2.4,,,,,,,
I1012201,2178,2178,6,1,2,6,2,2,38.89,2,3,24,20,24,2.758007117,0.497566252,2.1,0,7.5166,36.02,99.03,18.64,15.22,4.66,2.3,,,,,,,
I1012204,490,490,6,1,4,7,5,1,55.69,5,1,59,0,59,2.758007117,2.3,1.6,0,9.6602,59.55,116.09,207.43,49.75,33.53,2.4,,,,,,,
I1012207,1467,1471,6,1,1,3,8,1,66.07,1,2,25,25,25,2.758007117,0.21575985,0.6,0.764869533,13.7649,55.23,15.26,59.69,10.18,12.29,2.4,,,,,,,
I1012209,1022,1022,6,1,2,3,8,1,62.53,2,4,30,29,30,2.758007117,0.394511149,0.6,0.694095726,16.314,103.19,76.32,34,7.74,10.68,2.3,,,,,,,
I1012303,1286,1289,6,1,1,4,7,1,61.67,1,2,63,64,64,2.758007117,0.175908222,1,0.834138953,14.1593,98.83,76.51,78.58,15.64,12.73,2.3,,,,,,,
I1012305,527,527,6,1,4,2,4,1,56.3,4,4,52,0,52,2.758007117,0.394511149,1.6,0.672795588,17.97,73.33,34.76,42.73,8.69,13.04,2.5,,,,,,,
I1012306,498,498,6,1,4,7,9,1,69.13,6,1,75,0,75,2.758007117,2.3,0.6,0.532559862,8.9551,45.88,34.82,27.12,6.53,9.79,2.3,,,,,,,
I1012310,1149,1183,6,1,1,7,6,1,60.74,6,1,75,0,75,2.758007117,2.3,1.6,0.477421445,10.7018,35.53,20.4,15.3,5.1,10.2,2.3,,,,,,,
I1012312,1376,1379,6,2,1,4,9,1,62.76,2,4,46,41,46,2.758007117,0.278956944,0.6,0.749348639,19.2859,120.25,95.57,81.29,8.99,18.22,2.4,,,,,,,
I1012401,483,483,6,2,4,5,6,1,67.58,4,2,63,0,63,2.758007117,0.21575985,1.6,0.654547891,9.6265,56.28,43.76,16.88,7.23,7.23,2.4,,,,,,,
I1012411,870,870,6,1,2,5,8,1,59.56,6,1,77,0,77,2.758007117,0.394511149,0.6,0.699970683,9.1299,70.84,52.53,60.21,11.16,4.45,2.4,,,,,,,
I1013102,674,674,6,1,4,7,6,1,54.73,3,2,50,0,50,2.758007117,2.3,1.6,0,28.5106,56.59,496.89,580.13,101.45,18.22,2.3,,,,,,,
I1013109,821,821,6,1,4,3,4,1,49.88,4,2,38,0,38,2.758007117,2.3,1.6,0.709231962,16.2674,78.85,31.8,67.97,7.95,11.97,2.4,,,,,,,
